ts,open,high,low,close,volume,vol_achat,vol_vente,n_trades,n_achat,gros_achat,gros_vente,moyen_achat,moyen_vente,trade_max
1777909800,79760.2,79867.0,79502.3,79858.8,1491.831,764.376,727.455,20305,10125,369.427,318.844,301.048,307.79,1784285.654
1777910100,79858.7,80118.0,79858.7,79976.7,2541.01,1695.195,845.815,16673,9616,1004.579,435.884,575.782,337.372,4477234.7624
1777910400,79976.6,80044.0,79895.9,79978.8,952.74,532.448,420.292,11354,5810,241.878,189.475,227.804,174.091,1494057.0904
1777910700,79978.8,79991.8,79598.3,79756.6,2096.038,1034.57,1061.468,22299,9862,610.264,460.271,338.903,476.546,5239622.5283
1777911000,79756.5,79783.2,79632.5,79671.4,635.333,296.385,338.948,8857,4145,132.585,161.733,123.407,133.079,873601.2
1777911300,79671.2,80118.0,79562.0,80075.6,1751.473,1142.597,608.876,18818,10986,706.046,316.489,333.818,217.617,3066436.332
1777911600,80075.9,80352.0,80067.2,80206.0,2879.207,1538.493,1340.714,24459,12962,873.115,607.083,530.915,605.674,8348856.426
1777911900,80206.0,80292.6,80110.9,80191.7,904.363,409.959,494.404,9952,4578,229.539,202.168,131.393,226.167,1305648.5316
1777912200,80191.6,80230.0,80092.2,80222.9,701.482,336.578,364.904,8500,4193,177.839,129.184,117.155,182.375,1308326.7968
1777912500,80223.0,80315.0,80185.0,80227.5,1039.683,587.052,452.631,12299,6167,341.49,196.104,184.251,190.77,4974234.265
1777912800,80227.4,80317.7,80200.0,80228.4,586.196,305.846,280.35,6775,3181,194.321,129.411,76.478,109.788,3622573.9
1777913100,80228.4,80276.8,80141.4,80181.0,420.663,160.92,259.743,6300,2821,68.831,109.61,65.106,110.683,811425.3
1777913400,80181.1,80202.0,80035.9,80057.3,696.986,308.762,388.224,9373,4086,144.148,158.759,123.832,165.553,1595936.3088
1777913700,80057.3,80069.7,79935.1,79982.4,824.879,380.392,444.487,7207,3185,186.734,221.186,154.074,170.142,998173.9957
1777914000,79982.3,80205.7,79978.6,80189.8,844.23,427.995,416.235,11124,6372,173.202,207.936,183.781,161.497,1961187.3312
1777914300,80189.8,80316.1,80162.0,80295.1,760.494,500.247,260.247,6807,3831,280.022,134.465,171.536,92.296,6975457.8327
1777914600,80295.0,80417.2,80255.1,80340.0,903.333,477.687,425.646,8413,4348,241.746,192.275,187.846,181.62,2019356.2
1777914900,80339.9,80460.0,80314.3,80387.9,1048.337,504.26,544.077,11036,5528,224.361,283.454,228.41,199.173,2001893.322
1777915200,80388.0,80454.0,80353.0,80424.5,590.145,343.23,246.915,5900,3051,192.361,102.87,119.098,107.143,1714788.2624
1777915500,80424.5,80466.0,80361.1,80394.2,363.425,170.509,192.916,4881,2214,66.02,55.499,81.346,102.366,670647.5822
1777915800,80394.1,80406.5,80260.0,80277.0,578.571,197.138,381.433,6115,2342,111.011,144.323,64.265,190.707,2415133.37
1777916100,80277.0,80330.0,80221.6,80280.0,528.742,239.634,289.108,5837,2686,130.192,115.147,85.844,132.824,2137264.8
1777916400,80280.0,80293.8,80207.7,80232.5,344.002,186.265,157.737,4457,1997,104.435,47.515,62.637,81.571,1901913.48
1777916700,80232.4,80410.1,80218.8,80369.6,714.336,416.924,297.412,4574,2954,226.41,215.017,153.592,65.296,5971027.7
1777917000,80369.5,80771.7,80369.5,80387.1,5556.522,3458.029,2098.493,26558,15025,2044.465,1243.513,1203.002,723.412,12574341.5
1777917300,80387.0,80512.7,80323.3,80339.8,1266.906,560.049,706.857,9176,4137,285.832,282.378,231.986,356.35,3543259.35
1777917600,80339.9,80395.9,80208.5,80382.4,1714.803,555.478,1159.325,9686,4872,294.367,823.023,209.191,276.594,3954479.25
1777917900,80382.3,80388.3,80287.8,80336.5,382.354,169.626,212.728,4248,1897,94.201,84.162,54.589,101.716,1842692.204
1777918200,80336.4,80394.3,80320.7,80336.2,282.269,117.816,164.453,3582,1852,41.338,86.721,55.697,59.349,1182575.1102
1777918500,80336.2,80336.2,80206.0,80209.6,622.047,226.381,395.666,5611,2313,108.216,220.564,93.058,138.943,5788109.16
1777918800,80209.5,80263.8,80168.3,80195.6,858.688,290.862,567.826,5178,2443,154.549,405.19,108.547,126.772,2695723.2042
1777919100,80195.6,80238.5,80110.0,80220.2,1062.892,348.121,714.771,5201,2594,202.024,545.637,114.386,136.247,2772113.463
1777919400,80220.2,80270.4,80190.7,80270.4,445.754,262.042,183.712,3675,2094,168.706,119.878,68.524,46.504,2451315.392
1777919700,80270.4,80270.4,80177.9,80208.0,392.803,101.683,291.12,3289,1318,43.989,140.688,45.104,125.58,3431773.956
1777920000,80208.0,80239.9,80122.6,80137.2,226.683,76.412,150.271,2669,1080,31.347,86.113,33.722,44.229,1101188.178
1777920300,80137.1,80137.1,80078.4,80126.5,430.862,200.049,230.813,3754,1790,97.15,126.315,82.715,78.396,1167195.342
1777920600,80126.5,80138.4,80001.0,80010.8,632.159,290.014,342.145,4693,1934,148.346,175.836,118.233,133.064,1162896.6656
1777920900,80010.7,80130.4,80009.9,80080.9,312.148,148.968,163.18,2879,1772,52.431,100.276,73.975,47.136,3084994.499
1777921200,80080.9,80098.3,79981.7,79981.7,445.361,149.381,295.98,4290,1798,74.234,175.025,53.601,92.583,1526111.139
1777921500,79981.7,80108.0,79915.3,80026.1,589.556,302.322,287.234,7232,3892,152.381,134.859,104.823,117.582,1658475.9
1777921800,80026.1,80050.0,79972.6,80048.4,145.394,83.368,62.026,2801,1552,29.452,16.486,35.719,32.54,410124.4476
1777922100,80048.4,80055.0,79912.6,79939.4,230.376,87.779,142.597,3321,1345,29.508,54.67,42.448,64.677,457994.0829
1777922400,79939.4,79959.9,79901.5,79926.0,304.154,134.059,170.095,3367,1450,70.27,55.877,45.667,89.315,1033271.211
1777922700,79925.9,79948.4,79848.5,79887.7,966.005,193.287,772.718,4097,1830,90.191,621.462,78.624,123.16,9415519.792
1777923000,79887.5,79950.0,79887.5,79915.1,232.647,127.267,105.38,2782,1632,45.173,65.807,59.635,26.938,2020756.8
1777923300,79915.1,79970.5,79850.0,79877.7,172.953,85.808,87.145,2778,1334,36.96,28.631,31.885,40.934,770558.1702
1777923600,79877.7,79962.0,79863.1,79958.4,156.825,86.587,70.238,2321,1496,33.159,30.924,35.451,29.003,1001403.2964
1777923900,79958.4,80028.7,79920.4,80012.8,449.025,309.401,139.624,3449,2111,183.049,78.947,97.466,45.844,6574848.5662
1777924200,80012.8,80012.8,79932.3,79955.1,236.051,88.452,147.599,3357,1482,39.265,53.913,33.276,70.49,1828009.0851
1777924500,79955.0,80059.1,79928.7,80018.4,643.378,176.637,466.741,4454,2404,86.15,340.841,59.25,103.363,8749843.0056
1777924800,80018.3,80030.1,79919.4,79960.1,424.329,198.028,226.301,3577,1417,141.297,74.961,38.829,122.814,4285282.2168
1777925100,79960.0,79999.0,79936.1,79985.6,135.13,64.674,70.456,2284,1132,27.39,28.397,24.258,29.388,823188.681
1777925400,79985.7,80090.3,79985.2,80090.3,156.767,111.731,45.036,2129,1450,50.036,18.867,40.606,18.818,486856.8732
1777925700,80090.3,80124.7,79905.7,79911.7,386.456,143.993,242.463,4217,1600,48.27,104.955,71.754,110.415,999985.4877
1777926000,79911.7,79962.4,79875.1,79940.7,309.877,155.39,154.487,3050,1603,72.195,68.125,55.556,68.242,3565302.2622
1777926300,79940.7,80014.3,79940.7,79981.3,164.166,112.829,51.337,2170,1352,27.393,27.099,62.756,15.708,589453.9992
1777926600,79981.4,79998.6,79911.2,79932.7,119.13,59.87,59.26,2047,879,19.826,12.646,30.806,33.163,806078.752
1777926900,79932.6,79935.2,79847.7,79859.9,182.19,58.062,124.128,2605,1058,25.433,42.574,23.834,61.895,935359.5832
1777927200,79860.0,79893.5,79846.5,79876.5,174.274,82.089,92.185,2363,1212,43.955,23.198,26.315,51.761,1028531.1069
1777927500,79876.6,79974.1,79863.3,79952.7,320.143,245.772,74.371,3024,2045,97.52,27.749,124.094,37.749,1040779.8288
1777927800,79952.6,79952.7,79873.6,79899.6,146.717,35.773,110.944,1873,762,18.499,39.014,11.206,60.554,833721.6806
1777928100,79899.5,79923.9,79892.1,79896.5,78.436,35.913,42.523,1305,655,10.919,17.468,16.793,17.198,609978.4416
1777928400,79896.5,80047.3,79896.4,79991.1,235.607,170.243,65.364,2857,1905,65.011,26.187,77.935,29.004,2640179.8425
1777928700,79991.1,80085.3,79980.0,80060.1,212.172,161.713,50.459,2478,1682,56.395,11.013,80.648,31.518,556163.476
1777929000,80060.1,80123.4,80051.1,80076.0,176.455,115.166,61.289,2250,1346,28.896,21.105,66.415,30.338,508121.04
1777929300,80076.0,80093.3,80032.8,80062.8,72.911,39.938,32.973,1344,662,14.085,4.78,16.957,19.563,286997.9794
1777929600,80062.8,80262.7,80062.7,80234.1,632.101,474.833,157.268,4254,3039,211.575,75.719,215.03,68.879,1298551.4432
1777929900,80234.1,80249.7,80150.0,80157.6,169.225,59.85,109.375,2039,693,19.628,33.642,28.962,58.359,599937.506
1777930200,80157.6,80227.7,80157.5,80201.6,112.307,60.187,52.12,1663,1012,15.084,18.012,31.449,24.84,999965.9835
1777930500,80201.6,80259.9,80187.4,80217.9,144.544,84.996,59.548,1988,1140,30.658,23.517,40.987,25.949,504451.656
1777930800,80217.9,80242.4,80190.9,80195.2,130.502,46.87,83.632,1974,945,12.413,24.409,23.277,47.415,469104.81
1777931100,80195.3,80274.1,80195.2,80274.1,114.676,78.247,36.429,1746,1223,19.329,13.845,40.205,15.669,382293.8553
1777931400,80274.0,80349.6,80225.4,80243.9,367.878,217.515,150.363,4601,2448,89.047,57.066,97.304,70.516,2224390.3
1777931700,80244.0,80260.1,80193.4,80216.9,88.603,40.879,47.724,1738,744,12.146,8.39,20.741,27.565,342105.471
1777932000,80216.9,80347.6,80184.3,80294.6,373.345,236.548,136.797,4673,2622,116.421,47.495,91.086,65.595,803024.0
1777932300,80294.6,80326.3,80239.1,80277.6,117.435,51.24,66.195,1854,791,18.421,21.518,23.769,34.784,816273.3816
1777932600,80277.7,80322.2,80257.1,80318.3,95.158,49.798,45.36,1581,825,18.156,17.716,20.528,19.414,323137.6302
1777932900,80318.3,80363.2,80237.2,80255.9,235.259,121.826,113.433,2584,1051,68.038,30.467,39.724,66.022,777547.9177
1777933200,80255.8,80280.7,80219.9,80246.3,118.343,42.207,76.136,1824,823,16.482,26.232,15.215,38.279,291437.1316
1777933500,80246.3,80274.4,80222.2,80222.3,92.334,31.406,60.928,1242,524,15.137,23.193,10.849,28.983,598201.848
1777933800,80222.2,80227.0,80092.7,80117.2,561.991,176.549,385.442,3979,1329,110.64,146.133,52.532,203.55,1184828.8456
1777934100,80117.2,80145.6,80073.0,80106.1,211.839,115.239,96.6,2735,1282,71.098,34.639,30.951,45.914,1407524.9518
1777934400,80106.2,80115.9,80071.1,80071.1,116.411,63.019,53.392,1484,615,30.475,21.848,25.942,20.588,994412.3392
1777934700,80071.2,80163.2,80056.4,80162.6,158.882,121.096,37.786,1876,1271,62.432,11.998,41.972,18.618,685330.38
1777935000,80162.7,80162.7,80026.0,80044.0,162.667,66.861,95.806,2234,761,36.599,29.178,22.102,48.016,768933.5289
1777935300,80043.9,80064.0,80003.6,80031.9,219.358,100.067,119.291,2203,1002,56.888,42.871,31.555,58.188,815829.8812
1777935600,80031.9,80032.0,79903.7,79922.2,416.655,226.105,190.55,4261,1707,130.243,81.153,75.37,76.5,781155.1132
1777935900,79922.1,79938.6,79868.1,79884.5,184.259,72.225,112.034,2209,917,19.977,54.638,39.549,39.17,639791.484
1777936200,79884.5,79906.3,79857.8,79895.1,177.555,97.236,80.319,2418,1122,37.085,32.868,45.707,30.459,638990.4
1777936500,79895.1,79904.1,79846.2,79900.4,233.368,149.678,83.69,2107,1076,62.624,28.72,69.845,38.95,959039.9409
1777936800,79900.4,79900.4,79835.2,79835.2,189.976,70.71,119.266,1699,547,40.51,35.495,21.027,64.549,759990.4086
1777937100,79835.2,79937.1,79835.2,79925.0,209.085,147.1,61.985,1945,1370,76.689,22.012,50.449,32.805,886501.5478
1777937400,79925.0,79925.0,79779.7,79825.2,456.756,175.826,280.93,3968,1502,100.581,167.004,55.874,80.382,1288465.068
1777937700,79825.2,79825.2,79716.6,79771.0,346.268,147.121,199.147,2963,1218,70.543,84.703,59.69,87.842,1277321.167
1777938000,79771.1,79777.0,79715.9,79732.3,183.093,101.353,81.74,2126,937,49.484,31.486,38.372,33.07,1409206.7268
1777938300,79732.3,79773.9,79720.0,79754.4,137.439,89.028,48.411,1727,1000,41.395,15.705,31.257,21.31,612648.9685
1777938600,79754.4,79846.1,79747.6,79816.4,551.768,432.554,119.214,3889,2367,198.933,44.646,201.981,53.169,955818.9576
1777938900,79816.3,79826.1,79790.9,79826.1,203.276,123.354,79.922,1556,904,77.945,48.186,34.287,22.947,1448816.278
1777939200,79826.1,79987.4,79761.2,79949.1,842.797,561.066,281.731,6317,3973,270.43,184.591,239.663,72.029,4061380.96
1777939500,79949.1,79977.2,79888.0,79888.0,259.927,123.573,136.354,3026,1390,63.42,51.06,40.29,67.821,1112833.2964
1777939800,79888.1,79955.0,79888.0,79917.9,196.542,93.775,102.767,2316,1192,49.189,58.278,32.136,31.553,1450151.238
1777940100,79917.9,79930.0,79869.2,79929.4,110.392,52.575,57.817,2464,1177,21.411,22.424,19.625,22.805,846648.7029
1777940400,79929.4,79929.4,79827.9,79834.5,132.727,44.343,88.384,1722,532,19.487,41.366,18.629,32.442,669816.3494
1777940700,79834.5,79871.2,79811.7,79812.9,97.442,36.393,61.049,1797,788,12.72,18.448,14.613,29.534,449854.7598
1777941000,79812.9,80099.0,79812.8,80050.1,410.802,240.632,170.17,5131,3434,109.417,85.86,96.336,62.561,827543.0208
1777941300,80050.1,80064.9,79982.4,80013.9,248.624,130.308,118.316,3112,1555,81.252,50.005,32.963,48.341,1708129.2202
1777941600,80013.9,80042.8,79959.5,80042.8,173.751,95.801,77.95,2202,1332,28.2,42.02,53.171,24.648,1243371.78
1777941900,80042.8,80066.5,79993.6,80010.7,170.83,60.725,110.105,2742,1382,19.651,27.792,27.355,67.725,721602.4112
1777942200,80010.6,80150.0,80005.3,80116.3,418.777,295.099,123.678,4097,2684,146.396,38.233,114.625,70.326,1207346.8799
1777942500,80116.3,80133.1,80086.9,80130.9,133.142,54.383,78.759,1674,939,15.112,49.281,22.994,19.78,1236865.595
1777942800,80130.9,80154.0,80031.5,80080.1,199.215,79.855,119.36,3125,1305,37.832,48.08,27.263,48.997,1176530.1228
1777943100,80080.1,80174.4,80080.1,80167.6,228.283,138.683,89.6,2800,1722,58.309,37.739,61.018,38.334,827305.896
1777943400,80167.5,80223.3,80152.4,80152.4,462.449,264.575,197.874,4224,2299,124.146,77.17,111.318,96.516,2168788.82
1777943700,80152.5,80217.1,80142.0,80171.5,250.186,106.154,144.032,2527,1241,60.928,79.528,31.947,49.957,3565454.71
1777944000,80171.4,80249.3,80155.4,80218.9,395.037,268.863,126.174,2948,1751,119.452,65.712,126.745,47.594,809898.18
1777944300,80218.9,80236.0,80194.8,80219.0,206.426,97.188,109.238,2041,933,55.034,52.227,28.615,43.288,654508.704
1777944600,80219.0,80219.0,80127.2,80166.0,219.467,105.577,113.89,2533,1031,67.38,48.724,27.139,47.371,1149863.641
1777944900,80166.1,80288.0,80153.5,80204.7,342.058,167.121,174.937,4588,2497,77.251,79.101,61.645,72.143,853668.9045
1777945200,80204.6,80244.8,80199.0,80199.9,372.389,209.155,163.234,2030,942,168.174,69.804,31.282,79.828,6825501.2
1777945500,80200.0,80330.0,80200.0,80294.6,322.447,199.349,123.098,2986,1841,104.63,58.0,72.438,48.614,1294837.5
1777945800,80294.7,80343.0,80275.8,80292.3,211.103,94.686,116.417,2623,1283,35.688,33.799,42.572,66.029,507365.4135
1777946100,80292.3,80311.0,80266.1,80310.9,139.03,82.463,56.567,1522,728,56.668,17.519,17.662,28.535,1607407.3658
1777946400,80310.9,80473.5,80255.5,80451.0,915.618,585.195,330.423,7012,4246,307.304,171.229,229.534,127.891,2023078.2
1777946700,80451.0,80479.3,80385.3,80399.1,435.348,212.78,222.568,4407,1880,132.706,91.231,56.698,99.033,1008748.3329
1777947000,80399.2,80410.0,80350.0,80409.9,271.508,165.681,105.827,2714,1308,79.915,50.994,69.154,36.332,1098219.87
1777947300,80409.9,80420.0,80356.9,80356.9,219.179,87.336,131.843,2008,717,51.016,47.222,26.304,66.006,791136.0
1777947600,80356.9,80452.0,80334.2,80451.9,251.773,124.854,126.919,2236,1324,62.936,72.359,45.985,40.07,3223400.95
1777947900,80452.0,80495.0,80413.8,80422.5,307.752,153.712,154.04,3185,1548,83.934,59.083,46.898,74.337,2215556.728
1777948200,80422.6,80447.6,80405.3,80428.5,181.109,65.266,115.843,1964,826,30.179,37.86,24.316,58.499,643757.3185
1777948500,80428.5,80724.0,80428.5,80681.0,1867.325,1367.395,499.93,8663,5253,1047.906,268.735,251.167,182.257,13384606.128
1777948800,80681.0,80786.5,80600.0,80770.4,1449.791,845.439,604.352,7801,4207,554.037,341.093,237.091,208.712,7993925.7125
1777949100,80770.4,80871.4,80498.7,80514.3,2103.418,1028.189,1075.229,12906,5220,669.941,541.915,292.239,428.86,4819720.0
1777949400,80514.3,80586.0,80492.2,80492.3,318.222,144.283,173.939,3788,1760,73.248,72.517,51.951,70.995,909888.43
1777949700,80492.3,80526.4,80459.8,80514.4,302.683,157.888,144.795,3170,1555,81.836,51.462,55.368,68.13,805060.0
1777950000,80514.4,80535.6,80411.1,80444.5,381.479,167.883,213.596,3703,1548,95.122,100.678,54.063,83.69,1329626.3632
1777950300,80444.5,80500.0,80426.2,80480.8,285.951,199.681,86.27,2623,1660,147.205,37.371,33.39,35.274,4509627.28
1777950600,80480.9,80689.7,80480.8,80633.5,423.313,286.245,137.068,4743,3150,119.659,56.349,126.394,56.766,1052273.0736
1777950900,80633.5,80721.0,80585.6,80711.6,413.849,231.889,181.96,3903,2201,132.052,73.642,73.174,83.75,2319252.05
1777951200,80711.5,80794.7,80704.3,80770.8,849.929,442.616,407.313,5862,2992,269.571,231.288,135.361,135.101,4558147.1186
1777951500,80770.8,80820.3,80708.1,80745.3,700.689,390.669,310.02,4638,2026,294.282,143.652,74.401,130.995,2315419.176
1777951800,80745.4,80800.0,80695.8,80772.5,474.758,218.107,256.651,4486,2108,137.389,113.279,57.802,108.013,1695476.2545
1777952100,80772.6,81050.0,80772.5,80817.7,3518.082,2515.68,1002.402,15111,8160,1819.98,513.494,583.138,388.318,4457310.73
1777952400,80817.8,80954.9,80817.7,80878.8,695.806,308.447,387.359,7315,3757,145.811,146.066,121.137,184.6,1053298.2354
1777952700,80878.7,80908.0,80766.2,80858.2,553.822,276.148,277.674,5558,2606,160.029,95.863,80.821,136.267,1078319.1664
1777953000,80858.3,80869.3,80792.3,80849.1,269.015,134.759,134.256,3645,1815,67.811,46.913,44.58,59.058,725490.6182
1777953300,80849.0,80864.0,80800.7,80836.9,292.783,170.821,121.962,3452,1741,67.201,51.495,85.606,47.03,713696.6295
1777953600,80836.8,80941.9,80784.9,80871.2,755.478,458.653,296.825,6950,3803,234.095,140.887,178.702,116.796,1350637.6715
1777953900,80871.1,80931.3,80801.5,80801.5,404.794,144.021,260.773,3752,1529,77.217,139.736,48.419,87.619,1149465.8336
1777954200,80801.6,80801.6,80738.0,80765.3,426.628,111.485,315.143,3806,1566,45.418,180.212,49.235,103.348,1416428.79
1777954500,80765.4,80843.5,80765.3,80797.4,214.422,96.263,118.159,2388,1265,31.245,54.987,49.911,48.863,641492.379
1777954800,80797.5,80830.0,80786.3,80787.6,172.006,66.758,105.248,2372,1039,20.163,23.918,35.943,63.545,529016.2992
1777955100,80787.7,80876.0,80743.1,80749.9,360.524,169.95,190.574,3367,1384,103.673,73.668,48.49,91.483,3258583.2
1777955400,80749.9,80756.4,80671.4,80720.0,475.806,167.998,307.808,4522,1905,95.97,130.582,52.644,136.03,1202833.5
1777955700,80720.1,80816.1,80711.6,80771.3,301.717,165.536,136.181,3186,1851,76.426,73.448,68.628,45.865,1550661.8922
1777956000,80771.4,80788.0,80719.4,80719.4,170.307,55.464,114.843,2125,900,26.462,59.074,20.705,39.596,788092.404
1777956300,80719.4,80888.0,80684.4,80876.0,478.03,261.695,216.335,4427,2674,146.169,122.794,89.108,70.267,1185460.6041
1777956600,80876.1,80905.8,80854.0,80860.6,516.997,163.257,353.74,4393,1983,67.084,173.224,73.436,149.692,646552.8
1777956900,80860.6,80876.2,80839.3,80850.8,183.901,103.292,80.609,2154,998,56.905,27.2,35.203,38.113,799541.1246
1777957200,80850.9,80868.7,80783.8,80815.6,414.164,261.109,153.055,4193,2087,120.417,62.288,118.208,67.473,808142.8062
1777957500,80815.5,80878.4,80786.2,80844.9,211.187,119.361,91.826,2824,1400,70.235,39.032,34.221,34.705,1017100.3296
1777957800,80844.8,80905.8,80827.6,80827.6,883.554,576.367,307.187,3662,1661,490.878,148.396,67.556,132.374,18427428.6312
1777958100,80827.6,80905.8,80827.6,80886.5,435.38,287.677,147.703,3030,1698,213.623,85.922,57.548,45.19,2866573.3998
1777958400,80886.4,81168.0,80848.7,81124.5,2203.509,1722.642,480.867,8143,5229,1271.487,297.74,380.131,147.351,28152224.8854
1777958700,81124.5,81148.3,80983.7,81010.9,1555.576,568.502,987.074,9132,3995,328.678,656.923,192.925,260.428,3874281.429
1777959000,81010.9,81087.9,80966.8,81087.9,500.106,223.532,276.574,4851,2458,93.574,127.39,98.539,114.484,1008288.0
1777959300,81088.0,81278.2,81028.7,81181.6,4290.32,3495.604,794.716,11760,6688,2930.829,442.98,478.801,287.953,45071485.2522
1777959600,81181.5,81200.0,80980.9,80988.1,861.441,280.298,581.143,7021,2659,155.464,286.428,89.858,235.381,3351900.75
1777959900,80988.1,80990.0,80863.7,80921.3,1315.363,473.696,841.667,7357,3248,272.207,556.351,160.074,228.123,22227755.7897
1777960200,80921.3,81033.8,80921.2,80976.9,676.508,486.269,190.239,5066,2928,259.131,96.7,191.998,66.363,2342085.26
1777960500,80976.9,80977.0,80913.0,80924.1,459.038,219.906,239.132,2974,1220,146.813,106.261,59.415,106.756,4495591.52
1777960800,80924.2,80973.8,80881.2,80891.1,323.53,148.498,175.032,5036,2316,39.676,69.196,84.337,73.24,936988.0648
1777961100,80891.1,80908.7,80843.3,80881.1,425.346,237.095,188.251,3748,1646,167.012,65.209,52.051,91.98,2692759.313
1777961400,80881.2,80950.3,80858.6,80905.3,356.984,219.662,137.322,3025,1542,76.695,61.409,121.57,56.67,727422.8572
1777961700,80905.4,80929.6,80844.9,80857.9,358.547,157.132,201.415,3360,1425,69.868,73.497,71.815,101.796,661918.3228
1777962000,80857.9,80858.0,80752.3,80757.4,619.315,242.305,377.01,4773,1797,123.07,169.017,97.918,164.678,930356.0838
1777962300,80757.5,80796.2,80757.4,80779.7,213.128,104.324,108.804,2302,1150,51.278,48.08,38.458,45.137,897156.5036
1777962600,80779.7,80826.6,80760.0,80815.9,237.481,148.254,89.227,2877,1597,73.564,45.148,56.287,28.054,742398.6069
1777962900,80816.0,80850.1,80761.0,80777.4,239.631,106.752,132.879,2920,1301,43.373,50.466,49.5,63.651,622069.8378
1777963200,80777.4,80838.6,80750.0,80761.6,322.57,95.383,227.187,2791,1281,43.766,86.784,37.061,119.139,1428784.151
1777963500,80761.7,80880.0,80761.7,80880.0,239.875,184.492,55.383,2303,1662,76.419,31.06,87.594,16.344,734675.1592
1777963800,80879.9,80897.7,80848.5,80882.0,269.372,149.708,119.664,2344,1192,69.522,57.549,64.629,47.052,1149804.8246
1777964100,80882.0,80941.9,80860.5,80934.6,199.192,125.325,73.867,2170,1332,60.991,36.917,44.904,25.699,564846.4904
1777964400,80934.7,80934.7,80853.1,80905.5,320.364,132.837,187.527,3660,1609,59.531,96.498,56.816,67.466,1239531.0282
1777964700,80905.5,80909.4,80850.0,80853.1,195.94,118.446,77.494,2278,898,77.453,22.42,30.417,38.496,2827388.595
1777965000,80853.1,80988.9,80850.0,80955.9,348.18,208.248,139.932,3582,2211,93.547,63.241,87.27,59.952,659009.1651
1777965300,80955.9,80967.0,80923.4,80957.0,175.676,72.54,103.136,2000,948,23.765,54.151,35.685,35.521,690656.62
1777965600,80957.0,81048.0,80950.0,80999.5,419.7,230.706,188.994,3307,1841,125.568,108.972,77.622,59.925,2025574.04
1777965900,80999.5,81049.2,80981.6,80998.2,234.797,128.028,106.769,2691,1299,61.803,36.12,48.445,49.798,2189810.5596
1777966200,80998.3,81049.1,80970.9,81049.1,283.91,140.128,143.782,2853,1545,61.646,74.387,58.659,49.509,1745199.98
1777966500,81049.0,81111.0,81043.0,81086.1,592.56,289.886,302.674,6140,3210,125.38,169.775,125.139,97.975,1278074.5967
1777966800,81086.1,81088.3,80980.0,80985.5,536.782,123.833,412.949,3712,1397,59.619,283.214,46.646,98.508,2002093.2
1777967100,80985.5,81000.0,80827.3,80925.1,1006.098,250.952,755.146,5358,2091,159.325,490.163,70.308,217.065,2330163.29
1777967400,80925.0,80925.1,80840.0,80840.0,271.99,73.275,198.715,2561,822,42.386,99.452,21.464,69.955,1998804.92
1777967700,80840.0,80840.1,80793.7,80815.8,509.193,200.996,308.197,3243,1382,128.706,189.014,53.24,87.321,2204201.1327
1777968000,80815.8,80837.9,80793.7,80810.0,795.85,562.546,233.304,2588,1323,447.821,136.622,96.295,76.87,8410203.0364
1777968300,80810.0,80837.9,80809.9,80834.6,559.836,367.569,192.267,1882,1038,304.737,127.131,50.155,55.15,5584443.8078
1777968600,80834.6,80837.9,80802.9,80809.1,561.372,255.886,305.486,2096,895,199.938,205.895,43.175,81.476,2725000.372
1777968900,80809.2,80834.5,80765.1,80809.0,467.588,98.082,369.506,2845,1274,48.383,269.686,33.441,75.069,3409416.09
1777969200,80809.0,80837.9,80793.8,80828.9,324.172,177.696,146.476,2229,1221,115.783,95.233,44.808,35.217,4148520.1901
1777969500,80828.9,80837.9,80791.8,80806.2,232.224,74.015,158.209,1788,768,34.861,109.414,27.868,36.264,1018364.571
1777969800,80806.3,80829.0,80752.9,80798.7,332.059,133.608,198.451,2241,1003,78.738,128.538,40.65,52.972,1619820.612
1777970100,80798.7,80820.0,80741.0,80747.1,356.653,118.311,238.342,2443,898,73.976,153.125,32.628,64.91,1649467.239
1777970400,80747.1,80766.7,80674.7,80707.9,942.185,338.147,604.038,4743,1957,243.853,400.062,69.321,164.705,5467280.2
1777970700,80708.0,80773.2,80707.9,80773.1,220.035,130.238,89.797,2387,1436,62.103,36.462,50.753,40.708,1174662.9816
1777971000,80773.1,80800.0,80750.0,80750.0,272.939,129.279,143.66,2153,960,70.969,76.16,45.489,48.743,852115.7454
1777971300,80750.1,80776.0,80725.0,80776.0,203.31,116.917,86.393,1628,832,75.564,49.752,31.927,26.533,2415594.4032
1777971600,80776.0,80776.0,80641.0,80664.3,611.379,202.606,408.773,4300,1586,111.287,249.329,72.917,123.578,1613700.681
1777971900,80664.3,80685.9,80649.3,80668.8,214.788,99.232,115.556,2414,1141,39.393,46.58,45.673,48.92,467191.2414
1777972200,80668.9,80680.1,80631.0,80631.4,300.896,106.55,194.346,2522,990,66.584,109.015,27.712,64.23,1750660.272
1777972500,80631.2,80650.0,80586.9,80595.3,635.955,293.829,342.126,4395,1953,189.336,212.291,82.301,94.936,6479997.996
1777972800,80595.2,80634.6,80557.1,80598.1,519.358,253.984,265.374,3651,1807,135.587,170.526,94.831,66.565,2383720.8597
1777973100,80598.0,80639.9,80592.3,80620.6,301.92,213.878,88.042,2809,1622,103.358,50.858,85.696,23.201,1316581.755
1777973400,80620.6,80673.4,80580.0,80580.0,322.638,173.665,148.973,2944,1423,76.397,94.359,77.086,36.95,2237404.8744
