ts,open,high,low,close,volume,vol_achat,vol_vente,n_trades,n_achat,gros_achat,gros_vente,moyen_achat,moyen_vente,trade_max
1772931300,67178.9,67203.1,67143.0,67161.0,255.821,114.081,141.74,2271,1135,45.925,67.834,43.334,57.276,1514956.8
1772931600,67161.0,67194.4,67134.2,67135.7,237.128,92.101,145.027,3186,1497,33.229,66.34,38.789,56.185,802350.428
1772931900,67135.6,67277.1,67123.1,67258.8,319.677,203.566,116.111,3526,2170,79.078,49.418,91.365,47.668,588137.3193
1772932200,67258.8,67258.8,67175.0,67251.3,168.364,117.519,50.845,2573,1268,58.575,12.535,41.036,23.045,675082.0428
1772932500,67251.3,67293.0,67225.5,67239.6,303.319,127.787,175.532,3452,1730,26.442,104.851,75.048,49.972,902749.224
1772932800,67239.6,67270.2,67213.5,67213.5,136.1,44.532,91.568,2111,910,12.895,37.229,18.979,35.39,380992.9767
1772933100,67213.6,67264.8,67195.7,67197.7,403.822,101.02,302.802,2426,1165,28.746,250.373,54.93,31.94,1561783.999
1772933400,67197.7,67197.8,67055.3,67060.5,533.909,181.579,352.33,5225,2023,74.628,170.215,77.64,133.007,550178.0267
1772933700,67060.6,67224.2,67056.0,67201.8,482.581,293.289,189.292,5112,3145,107.988,79.459,142.661,76.987,763259.0944
1772934000,67201.7,67284.1,67199.9,67274.7,154.516,76.7,77.816,1737,1193,24.952,44.533,32.094,23.377,592981.792
1772934300,67274.7,67309.9,67254.3,67299.9,175.061,91.318,83.743,2438,1343,30.998,38.492,41.679,28.862,345833.1282
1772934600,67300.0,67329.7,67290.9,67324.2,175.485,100.397,75.088,1846,1125,35.502,38.453,43.194,26.539,972530.7228
1772934900,67324.1,67324.1,67256.1,67266.3,96.873,42.267,54.606,1396,549,20.575,6.995,12.496,32.695,510483.3945
1772935200,67266.2,67266.3,67228.3,67230.2,125.622,59.987,65.635,2015,936,18.29,29.676,28.373,23.228,595644.7641
1772935500,67230.2,67264.5,67190.8,67196.7,110.178,43.932,66.246,1855,805,14.388,21.565,18.334,31.458,606592.8125
1772935800,67196.7,67283.8,67184.0,67283.8,147.337,99.502,47.835,1977,1310,35.939,15.668,44.753,21.105,613501.7382
1772936100,67283.9,67321.1,67211.5,67225.6,187.447,102.075,85.372,2621,1191,32.076,32.958,50.073,36.434,849682.1943
1772936400,67225.7,67272.3,67225.6,67260.0,82.755,44.197,38.558,1383,856,13.391,20.876,18.5,10.452,1086328.0172
1772936700,67260.0,67288.0,67177.1,67190.9,148.802,58.942,89.86,2386,991,17.225,40.479,27.701,27.708,1074587.763
1772937000,67190.9,67191.0,67073.5,67160.1,411.789,258.957,152.832,3946,1886,161.974,58.424,72.566,62.032,2351447.9344
1772937300,67160.0,67192.0,67119.3,67162.8,126.318,55.246,71.072,2217,1129,18.402,37.555,22.862,18.857,649578.382
1772937600,67162.6,67399.8,67159.5,67368.0,1013.126,691.072,322.054,5913,3903,318.761,199.086,315.645,93.667,1050448.0552
1772937900,67368.1,67368.1,67033.6,67043.3,991.325,442.264,549.061,9374,3674,254.939,274.453,134.48,206.403,835193.7
1772938200,67043.2,67090.3,66720.8,66979.1,2478.913,1032.377,1446.536,20580,9396,522.692,630.14,394.474,653.138,10990474.25
1772938500,66978.8,66999.0,66874.9,66894.8,647.92,245.747,402.173,6553,3080,80.952,190.741,121.653,160.96,983508.2026
1772938800,66894.9,66957.0,66804.0,66885.9,673.482,242.53,430.952,7951,3760,85.257,193.015,106.537,178.041,669291.334
1772939100,66885.9,67001.4,66880.0,66884.3,367.71,180.075,187.635,5290,2673,60.418,87.202,80.784,66.654,1052164.4675
1772939400,66884.2,66974.4,66884.2,66942.6,480.421,146.254,334.167,4652,2284,55.322,214.153,59.956,86.884,9642959.714
1772939700,66942.6,67060.5,66942.6,66993.2,407.298,265.772,141.526,4309,2431,137.306,59.247,93.508,59.139,1252519.308
1772940000,66993.3,67024.9,66962.4,67010.0,239.349,110.536,128.813,2972,1536,46.131,61.225,44.634,45.088,1305442.0296
1772940300,67010.0,67010.0,66951.2,66972.3,222.824,111.515,111.309,2380,1063,61.321,35.01,35.796,53.852,760202.52
1772940600,66972.3,67006.0,66905.0,66969.6,354.041,174.117,179.924,4444,2179,91.826,84.644,56.286,66.968,2512183.3404
1772940900,66969.7,67015.9,66933.5,66961.9,295.067,225.283,69.784,2344,1237,171.125,20.577,36.4,33.62,3493666.1856
1772941200,66961.8,66987.3,66933.5,66969.7,137.727,66.038,71.689,1973,1024,24.066,28.984,28.444,29.262,1032423.1996
1772941500,66969.6,67027.6,66958.4,66967.2,301.625,166.126,135.499,3308,1774,70.153,59.934,67.393,54.407,763728.651
1772941800,66967.2,67030.6,66961.4,66979.6,298.212,59.676,238.536,2158,1139,12.736,205.068,28.804,20.466,6728119.407
1772942100,66979.5,67048.1,66962.8,66974.9,211.28,121.494,89.786,2760,1361,54.888,24.452,44.728,46.703,915371.9292
1772942400,66975.0,67007.2,66900.6,66993.7,264.423,139.134,125.289,4080,2026,50.337,38.593,59.036,58.494,519543.6918
1772942700,66993.7,67048.1,66963.8,67003.8,259.222,139.569,119.653,3100,1668,64.957,45.087,49.14,54.886,879204.4914
1772943000,67003.7,67008.9,66899.9,66988.6,323.828,180.792,143.036,3931,2001,83.411,57.986,66.808,58.741,809218.3524
1772943300,66988.6,67037.2,66939.4,67037.2,226.059,122.471,103.588,2281,1293,60.084,59.327,45.064,27.871,2013344.8159
1772943600,67037.2,67059.9,67000.0,67013.9,118.553,69.837,48.716,1572,728,28.201,11.27,29.124,25.168,599963.3325
1772943900,67014.0,67020.7,66961.1,66962.6,435.613,225.092,210.521,2738,1130,168.17,140.073,41.925,50.565,1501064.8632
1772944200,66962.5,66981.9,66946.1,66962.0,341.306,220.096,121.21,2410,1186,169.213,57.197,36.42,47.767,7245185.5488
1772944500,66961.9,66962.0,66895.8,66949.8,311.18,142.691,168.489,2922,1322,82.528,90.99,43.123,53.171,1257851.1967
1772944800,66949.9,66951.5,66880.0,66917.8,192.949,61.212,131.737,2103,932,19.279,53.973,29.254,61.64,726154.8844
1772945100,66917.8,66928.7,66751.0,66835.3,638.8,231.112,407.688,5490,2214,91.592,150.203,105.045,205.552,1170683.1
1772945400,66835.2,66849.0,66561.8,66583.5,1739.292,490.524,1248.768,13823,5429,197.54,565.699,224.149,563.419,1447018.2
1772945700,66583.5,66661.7,66508.0,66602.7,1264.55,559.507,705.043,11598,5948,216.637,362.835,255.273,266.873,1447595.6
1772946000,66602.7,66757.3,66584.0,66742.9,658.213,340.836,317.377,6992,4134,110.394,207.735,156.824,70.028,6581729.481
1772946300,66742.9,66922.8,66742.8,66886.8,730.445,446.33,284.115,7243,4450,144.951,137.871,212.586,104.436,787543.4634
1772946600,66886.7,66962.6,66879.6,66950.0,379.693,209.942,169.751,4490,2533,43.788,73.193,105.968,63.087,779113.5044
1772946900,66950.0,67037.5,66920.0,66993.6,543.44,315.989,227.451,5223,2808,122.339,104.832,127.619,88.225,1110391.0
1772947200,66993.6,67142.8,66993.5,67116.9,711.485,464.657,246.828,6330,3815,176.523,114.965,207.022,96.665,1080174.1902
1772947500,67117.0,67168.8,67084.1,67095.7,500.632,291.384,209.248,4693,2238,122.74,75.527,113.649,94.826,698963.3091
1772947800,67095.8,67186.0,67060.0,67074.4,486.999,282.437,204.562,5178,2619,124.885,69.75,97.917,101.513,1017152.3368
1772948100,67074.4,67150.0,67074.4,67146.7,260.547,185.342,75.205,3009,1925,75.255,25.095,69.094,35.632,1207915.366
1772948400,67146.7,67164.9,67120.0,67154.4,235.894,148.988,86.906,2504,1451,56.867,37.165,61.048,33.667,1806805.48
1772948700,67154.3,67199.0,67154.3,67191.4,247.825,166.039,81.786,2826,1790,37.497,34.124,90.691,31.035,505423.1952
1772949000,67191.3,67194.3,67120.0,67188.5,251.527,124.216,127.311,3239,1663,21.514,47.908,73.831,55.067,1129534.502
1772949300,67188.5,67221.1,67095.0,67115.4,504.105,301.573,202.532,4077,1988,153.145,97.555,103.839,73.056,1965230.0676
1772949600,67115.3,67197.7,67106.1,67186.4,255.569,154.128,101.441,2970,1940,64.036,62.003,52.435,26.711,1604141.1072
1772949900,67186.4,67202.5,67130.0,67165.5,211.891,137.676,74.215,2324,1192,64.208,21.187,47.451,36.75,1254473.6544
1772950200,67165.6,67181.8,67050.3,67065.8,331.428,164.763,166.665,4166,1774,72.503,51.564,66.186,79.408,994879.0852
1772950500,67065.8,67119.6,67042.2,67057.1,209.412,104.412,105.0,2919,1440,49.693,36.354,32.857,45.986,924841.11
1772950800,67057.0,67136.3,67040.6,67099.9,224.127,113.68,110.447,3307,1820,48.442,56.01,41.536,36.343,1187795.757
1772951100,67099.8,67099.9,67007.0,67022.6,228.562,124.407,104.155,2681,1160,30.175,28.838,80.311,52.466,383313.9762
1772951400,67022.6,67065.4,67002.4,67002.6,306.515,103.283,203.232,3321,1564,47.014,109.769,36.57,70.836,708362.71
1772951700,67002.6,67094.2,67002.5,67094.1,161.233,117.363,43.87,1835,1257,70.011,17.223,31.223,17.004,2030970.046
1772952000,67094.1,67117.8,67076.9,67091.4,156.936,89.144,67.792,1970,1082,35.949,30.416,39.427,24.736,798475.9698
1772952300,67091.5,67124.0,67082.9,67089.1,115.201,56.908,58.293,1579,864,12.449,31.785,30.626,15.826,758456.8764
1772952600,67089.1,67108.0,67072.3,67104.0,125.466,53.945,71.521,1806,1009,14.231,34.509,26.11,25.863,458579.8518
1772952900,67104.0,67198.4,67103.9,67134.3,271.651,158.375,113.276,2837,1642,61.243,69.277,71.349,27.435,1069112.9418
1772953200,67134.4,67238.0,67121.3,67238.0,384.882,254.286,130.596,3574,2300,92.023,76.711,127.109,37.409,1078306.2293
1772953500,67237.9,67400.0,67237.9,67346.1,1265.145,876.292,388.853,9330,5383,437.816,168.837,359.385,166.824,7550945.25
1772953800,67346.0,67373.1,67311.4,67350.0,443.923,200.387,243.536,3925,1902,104.682,100.15,68.118,109.832,1692839.7365
1772954100,67350.0,67370.0,67304.4,67361.8,334.178,153.278,180.9,4379,2230,49.289,57.902,67.81,89.99,819276.3072
1772954400,67361.8,67430.0,67276.2,67297.5,499.43,226.298,273.132,5321,2526,102.798,105.963,90.404,129.068,597077.2662
1772954700,67297.5,67359.6,67250.0,67324.1,325.251,195.119,130.132,3101,1655,98.314,48.171,69.302,58.145,1418101.194
1772955000,67324.0,67331.9,67260.0,67319.6,304.345,169.528,134.817,3238,1685,68.386,52.425,76.451,58.434,756236.9312
1772955300,67319.5,67319.6,67282.2,67314.2,138.608,57.376,81.232,1722,819,22.938,25.181,21.842,43.571,526149.8364
1772955600,67314.3,67315.7,67272.2,67276.3,157.369,77.575,79.794,1903,839,39.763,28.487,23.922,37.23,1309569.9013
1772955900,67276.4,67295.0,67224.5,67236.3,189.421,83.097,106.324,2517,1097,38.283,32.602,29.545,52.824,529277.1822
1772956200,67236.2,67284.9,67233.7,67238.0,133.1,74.858,58.242,1697,963,37.951,21.262,23.617,25.553,536929.1268
1772956500,67237.9,67298.4,67229.9,67277.2,153.817,80.315,73.502,1614,1015,37.063,33.03,29.087,29.401,566128.9198
1772956800,67277.1,67322.9,67229.3,67282.3,286.045,145.718,140.327,2997,1642,57.864,56.38,65.492,64.174,502954.6113
1772957100,67282.1,67307.6,67240.8,67252.3,189.677,96.898,92.779,2462,1223,46.149,26.853,33.959,46.532,2079513.3006
1772957400,67252.3,67330.8,67201.0,67212.2,236.197,109.255,126.942,3152,1449,28.381,34.296,60.612,62.084,615757.9786
1772957700,67212.2,67242.0,67121.1,67242.0,333.501,138.915,194.586,4173,2107,41.916,44.901,66.066,109.739,298765.9139
1772958000,67242.0,67261.6,67204.1,67261.5,147.223,78.854,68.369,2054,1178,32.628,29.326,28.949,23.136,667971.1022
1772958300,67261.6,67261.6,67224.9,67239.1,74.047,30.715,43.332,1048,498,12.012,14.08,10.075,19.725,336250.0
1772958600,67239.1,67278.1,67186.1,67273.2,174.205,94.091,80.114,2798,1583,24.127,20.378,48.713,42.69,489740.1476
1772958900,67273.1,67296.5,67244.8,67296.4,184.233,125.558,58.675,1844,1096,69.927,21.677,37.524,26.643,4192353.918
1772959200,67296.5,67565.3,67292.8,67456.1,1186.949,834.82,352.129,8760,5646,322.928,158.456,419.193,143.724,817564.9664
1772959500,67456.0,67524.9,67423.0,67423.0,652.054,422.358,229.696,4958,2483,258.904,82.858,122.622,106.932,1035052.4745
1772959800,67423.1,67495.0,67401.3,67487.2,267.846,159.731,108.115,3330,1949,72.049,39.63,57.134,46.581,632232.317
1772960100,67487.1,67540.5,67466.2,67490.9,450.38,233.987,216.393,3462,1879,117.228,122.591,87.183,69.955,2704960.5132
1772960400,67491.0,67509.7,67432.7,67467.0,390.172,187.654,202.518,4207,2100,96.703,102.606,59.853,68.443,818478.57
1772960700,67467.0,67516.1,67456.1,67484.3,246.084,120.082,126.002,2928,1572,53.446,77.471,41.267,30.935,2243556.68
1772961000,67484.2,67824.2,67484.2,67730.0,2086.676,1497.682,588.994,14154,9033,761.326,328.108,593.894,194.545,1353431.9078
1772961300,67730.0,67888.0,67711.6,67746.9,1531.821,922.36,609.461,11657,5913,537.72,304.817,302.567,225.096,2655183.6
1772961600,67746.9,67778.9,67683.5,67744.0,959.639,386.187,573.452,7919,3882,182.2,365.236,151.15,154.116,9698536.2708
1772961900,67744.0,67812.5,67669.9,67812.4,550.615,321.091,229.524,4849,2728,195.209,99.931,88.885,96.874,3300915.5
1772962200,67812.5,67822.9,67710.3,67722.9,496.089,183.871,312.218,5272,2256,103.215,153.155,54.239,112.131,1006350.7272
1772962500,67722.8,67735.0,67681.8,67718.3,326.944,184.656,142.288,3498,1652,115.949,51.241,48.527,62.525,2269680.6717
1772962800,67718.4,67730.0,67693.9,67711.7,189.394,96.8,92.594,2368,1170,40.308,31.254,41.263,42.801,698936.0558
1772963100,67711.7,67730.0,67654.8,67687.2,353.309,162.385,190.924,3131,1412,102.323,100.707,41.624,63.791,1860626.824
1772963400,67687.2,67697.9,67657.4,67657.5,223.609,108.878,114.731,2278,998,49.304,28.246,43.172,64.962,609130.8
1772963700,67657.5,67729.2,67654.6,67662.9,437.414,323.86,113.554,2716,1547,223.558,52.426,78.366,44.84,7609615.4
1772964000,67663.0,67785.9,67659.5,67770.0,507.529,326.19,181.339,4081,2654,117.414,109.531,170.574,52.071,1111927.305
1772964300,67770.1,67852.0,67749.7,67772.7,504.287,262.14,242.147,5122,2611,121.635,110.08,100.89,95.919,961803.4089
1772964600,67772.7,67850.0,67749.1,67843.7,348.798,230.501,118.297,3346,1952,136.867,62.54,63.788,35.287,822120.2387
1772964900,67843.8,67947.6,67816.0,67918.1,766.915,437.572,329.343,5817,3500,166.375,199.141,210.93,98.547,2007724.8
1772965200,67918.0,68097.6,67880.2,68066.5,1734.851,1196.833,538.018,12678,7424,600.561,276.679,484.795,194.841,4539603.359
1772965500,68066.6,68171.6,68015.8,68019.2,1620.683,936.7,683.983,10244,5032,504.936,307.547,351.389,298.462,5571793.875
1772965800,68019.1,68050.0,67935.7,68033.3,566.554,292.86,273.694,6676,3461,104.823,86.259,140.974,143.565,1174086.6536
1772966100,68033.3,68033.4,67900.0,67942.5,615.469,264.639,350.83,6615,2939,126.335,91.778,99.733,205.404,2826377.3172
1772966400,67942.5,67946.2,67902.8,67946.1,307.61,132.526,175.084,3403,1665,59.49,73.917,49.461,74.77,2018348.85
1772966700,67946.2,67946.2,67855.0,67866.7,346.442,149.541,196.901,3377,1348,83.488,71.963,47.361,93.961,1954613.2385
1772967000,67866.7,67896.4,67842.9,67896.4,305.299,185.491,119.808,2947,1644,91.222,40.477,70.204,60.059,1719581.6508
1772967300,67896.3,67935.5,67833.4,67869.1,313.878,137.748,176.13,3467,1733,32.912,89.968,76.483,63.727,510946.7475
1772967600,67869.0,67869.0,67700.3,67713.5,491.74,166.27,325.47,5325,1812,58.781,99.707,80.674,170.909,991203.9697
1772967900,67713.6,67717.3,67418.0,67526.7,2419.569,1261.096,1158.473,20833,10510,420.797,503.525,702.943,523.042,3828382.74
1772968200,67526.8,67597.6,67508.4,67532.7,452.0,243.069,208.931,4820,2567,94.039,104.478,110.394,73.793,1152773.5556
1772968500,67532.7,67639.3,67527.4,67586.3,401.707,202.084,199.623,5164,2906,66.144,82.077,92.547,87.846,2500710.144
1772968800,67586.3,67700.0,67572.5,67697.3,494.997,301.732,193.265,5619,3483,82.266,96.531,171.95,70.354,1487465.0118
1772969100,67697.3,67697.3,67641.7,67646.9,310.786,92.255,218.531,2795,1276,27.708,136.681,43.529,58.998,5438924.7
1772969400,67646.8,67789.2,67539.8,67571.0,533.598,236.736,296.862,6579,3111,73.238,106.4,113.937,147.729,537294.9503
1772969700,67571.0,67571.0,67455.9,67532.5,895.893,515.032,380.861,9152,4594,255.925,158.866,199.644,160.272,3435345.0
1772970000,67532.6,67540.3,67377.0,67463.9,697.844,293.828,404.016,6680,2976,151.008,163.73,98.33,189.907,1194184.2661
1772970300,67463.8,67521.1,67410.0,67497.8,333.44,188.246,145.194,5175,2801,54.715,26.885,94.059,86.331,419920.8585
1772970600,67497.9,67538.1,67390.9,67517.8,690.452,311.864,378.588,5354,2855,138.407,178.145,129.335,166.204,990145.5228
1772970900,67517.8,67537.4,67490.0,67490.0,167.413,90.866,76.547,2150,1044,21.95,30.072,52.566,30.027,497081.7824
1772971200,67490.1,67623.0,67450.0,67593.9,374.733,206.482,168.251,4502,2764,57.584,84.694,103.082,60.203,918033.192
1772971500,67594.0,67594.1,67182.6,67271.1,1210.079,301.778,908.301,9238,2949,112.274,322.498,145.43,493.594,934640.5
1772971800,67271.1,67363.6,66914.7,67019.0,2747.114,1134.091,1613.023,22701,10260,517.326,694.443,479.489,747.311,4239060.485
1772972100,67018.9,67138.9,66851.3,67121.3,2211.404,1212.747,998.657,19381,10672,500.431,403.66,561.04,476.645,3998679.9
1772972400,67121.3,67306.7,67115.1,67267.5,788.929,480.552,308.377,8881,5200,201.698,144.804,203.687,114.843,744456.393
1772972700,67267.5,67413.9,67250.1,67392.0,629.335,375.813,253.522,7656,4475,165.627,117.954,149.384,95.543,800901.12
1772973000,67391.9,67419.2,67265.4,67278.8,585.036,228.524,356.512,8092,3555,105.697,161.378,76.113,135.114,1900996.7898
1772973300,67278.8,67328.0,67251.6,67297.8,272.221,165.089,107.132,4507,2312,71.155,28.47,64.653,49.837,2087677.02
1772973600,67297.6,67467.9,67292.1,67376.8,382.304,247.335,134.969,5447,3256,89.949,53.426,112.4,56.085,1719576.2
1772973900,67376.8,67382.8,67255.0,67303.4,261.505,90.94,170.565,4817,1988,33.328,31.647,33.094,96.865,909312.6024
1772974200,67303.4,67343.9,67269.1,67312.2,208.497,82.588,125.909,3462,1732,20.251,33.128,42.448,64.382,487388.1159
1772974500,67312.2,67312.3,67257.6,67286.0,170.016,75.042,94.974,2418,1165,17.92,36.421,40.552,39.684,670639.9732
1772974800,67286.0,67411.3,67220.6,67236.9,315.503,159.395,156.108,5884,2781,41.313,33.433,81.582,83.268,513100.6074
